date,code,direction,quantity,price,amount,commission,reason,current_weight,target_weight,delta_weight,direction_cn,reason_cn
2024-07-09,512890,sell,94500,1.065,100642.5,80.91082999999999,rebalance,0.21685584076302275,0.0,-0.21685584076302275,卖出,调仓
2024-07-09,515000,buy,50100,1.057,52955.7,80.91082999999999,rebalance,0.0,0.114,0.114,买入,调仓
2024-07-09,159601,buy,44100,0.751,33119.1,80.91082999999999,rebalance,0.042558409893063975,0.114,0.07144159010693603,买入,调仓
2024-07-10,159601,sell,70400,0.747,52588.8,66.38099,rebalance,0.11336849558647853,0.0,-0.11336849558647853,卖出,调仓
2024-07-10,515000,buy,46600,1.063,49535.799999999996,66.38099,rebalance,0.11480746112294207,0.2215,0.10669253887705793,买入,调仓
2024-07-11,515000,sell,84000,1.078,90552.0,117.71759999999999,rebalance,0.2240847997096297,0.0295,-0.1945847997096297,卖出,调仓
2024-07-16,159601,buy,32400,0.762,24688.8,32.0287175,rebalance,0.0,0.053,0.053,买入,调仓
2024-07-16,159537,buy,28700,0.86,24682.0,32.0287175,rebalance,0.0,0.053,0.053,买入,调仓
2024-07-16,588000,buy,32300,0.764,24677.2,32.0287175,rebalance,0.0,0.053,0.053,买入,调仓
2024-07-16,510300,buy,6900,3.551,24501.9,32.0287175,rebalance,0.0,0.053,0.053,买入,调仓
2024-07-23,159601,sell,32400,0.745,24138.0,31.379399999999997,rebalance,0.052163020365951426,0.0,-0.052163020365951426,卖出,调仓
2024-07-25,588000,sell,32300,0.748,24160.4,54.313545,rebalance,0.05236677994758987,0.0,-0.05236677994758987,卖出,调仓
2024-07-25,510300,sell,6900,3.459,23867.100000000002,54.313545,rebalance,0.051731062966139725,0.0,-0.051731062966139725,卖出,调仓
2024-07-25,159537,sell,28700,0.813,23333.1,54.313545,rebalance,0.05057363757202319,0.0,-0.05057363757202319,卖出,调仓
2024-07-25,512000,buy,127000,0.754,95758.0,54.313545,rebalance,0.0,0.2076,0.2076,买入,调仓
2024-07-30,512000,sell,91800,0.764,70135.2,48.94422,rebalance,0.20989502449302522,0.0581,-0.15179502449302523,卖出,调仓
2024-07-30,512100,buy,14100,1.909,26916.9,48.94422,rebalance,0.0,0.0581,0.0581,买入,调仓
2024-07-30,588000,buy,36100,0.743,26822.3,48.94422,rebalance,0.0,0.0581,0.0581,买入,调仓
2024-07-30,510500,buy,5600,4.772,26723.2,48.94422,rebalance,0.0,0.0581,0.0581,买入,调仓
2024-08-06,159915,buy,14700,1.597,23475.899999999998,30.518669999999997,rebalance,0.0,0.0506,0.0506,买入,调仓
2024-08-07,588000,sell,36100,0.742,26786.2,32.593925,rebalance,0.057903090196402746,0.0,-0.057903090196402746,卖出,调仓
2024-08-07,159915,sell,14700,1.589,23358.3,32.593925,rebalance,0.05049308045690073,0.0,-0.05049308045690073,卖出,调仓
2024-08-14,515000,sell,12700,0.996,12649.2,16.44396,追踪止损: 回撤8.4% > 8%,0.027420096159310483,0.0,0.0,卖出,追踪止损: 回撤8.4% > 8%
2024-08-15,512890,buy,27500,1.029,28297.499999999996,36.78674999999999,rebalance,0.0,0.0612,0.0612,买入,调仓
2024-08-19,510300,buy,6900,3.419,23591.1,30.668429999999997,rebalance,0.0,0.0509,0.0509,买入,调仓
2024-08-22,512100,sell,14100,1.827,25760.7,33.48891,追踪止损: 回撤8.3% > 8%,0.056148142436863814,0.0,0.0,卖出,追踪止损: 回撤8.3% > 8%
2024-08-27,510500,sell,5600,4.567,25575.2,33.24776,追踪止损: 回撤8.2% > 8%,0.05576530165311868,0.0,0.0,卖出,追踪止损: 回撤8.2% > 8%
2024-08-28,512000,sell,35200,0.757,26646.4,41.28661333333333,rebalance,0.05813469241555573,0.0,-0.05813469241555573,卖出,调仓
2024-08-28,510300,sell,6900,3.357,23163.300000000003,41.28661333333333,rebalance,0.05053558157309213,0.0,-0.05053558157309213,卖出,调仓
2024-08-28,512890,buy,44100,1.031,45467.1,41.28661333333333,rebalance,0.06185690625045198,0.161,0.09914309374954802,买入,调仓
2024-08-30,512890,sell,71600,1.003,71814.79999999999,93.35923999999999,rebalance,0.15741003063880285,0.0,-0.15741003063880285,卖出,调仓
2024-09-02,159915,buy,18500,1.507,27879.499999999996,36.164049999999996,rebalance,0.0,0.0611,0.0611,买入,调仓
2024-09-02,159601,buy,39100,0.713,27878.3,36.164049999999996,rebalance,0.0,0.0611,0.0611,买入,调仓
2024-09-02,512100,buy,15100,1.842,27814.2,36.164049999999996,rebalance,0.0,0.0611,0.0611,买入,调仓
2024-09-02,510500,buy,6000,4.617,27702.0,36.164049999999996,rebalance,0.0,0.0611,0.0611,买入,调仓
2024-09-04,512200,buy,103300,1.142,117968.59999999999,153.35917999999998,rebalance,0.0,0.2584,0.2584,买入,调仓
2024-09-06,159915,sell,18500,1.508,27898.0,53.940847999999995,rebalance,0.06121199814605434,0.0,-0.06121199814605434,卖出,调仓
2024-09-06,512100,sell,15100,1.835,27708.5,53.940847999999995,rebalance,0.06079620942827251,0.0,-0.06079620942827251,卖出,调仓
2024-09-06,510500,sell,6000,4.611,27666.0,53.940847999999995,rebalance,0.06070295866043226,0.0,-0.06070295866043226,卖出,调仓
2024-09-06,159601,sell,39100,0.701,27409.1,53.940847999999995,rebalance,0.06013928519553437,0.0,-0.06013928519553437,卖出,调仓
2024-09-06,512000,buy,124400,0.778,96783.2,53.940847999999995,rebalance,0.0,0.2123,0.2123,买入,调仓
2024-09-09,512200,sell,103300,1.137,117452.1,92.75859666666666,rebalance,0.2585153260794592,0.0,-0.2585153260794592,卖出,调仓
2024-09-09,512000,sell,59100,0.777,45920.700000000004,92.75859666666666,rebalance,0.21274869670656574,0.1117,-0.10104869670656574,卖出,调仓
2024-09-09,159915,buy,33500,1.513,50685.5,92.75859666666666,rebalance,0.0,0.1117,0.1117,买入,调仓
2024-09-11,159915,sell,21800,1.528,33310.4,42.77754,rebalance,0.1126915743585226,0.0395,-0.07319157435852261,卖出,调仓
2024-09-11,512000,sell,42100,0.772,32501.2,42.77754,rebalance,0.11098231167328472,0.0395,-0.07148231167328473,卖出,调仓
2024-09-12,159915,buy,50800,1.525,77470.0,100.711,rebalance,0.039295131160456354,0.2098,0.17050486883954363,买入,调仓
2024-09-13,159915,sell,30900,1.509,46628.1,49.677745,rebalance,0.20819096321472724,0.1054,-0.10279096321472725,卖出,调仓
2024-09-13,512000,buy,38600,0.772,29799.2,49.677745,rebalance,0.03953647106757907,0.1054,0.06586352893242092,买入,调仓
2024-09-19,512000,sell,36600,0.783,28657.8,36.992279999999994,rebalance,0.10660664939357216,0.0435,-0.06310664939357216,卖出,调仓
2024-09-19,159915,sell,18600,1.519,28253.399999999998,36.992279999999994,rebalance,0.10574964379701382,0.0435,-0.06224964379701382,卖出,调仓
2024-10-09,159915,sell,13000,2.242,29146.0,25.01321333333333,追踪止损: 回撤16.3% > 8%,0.061740027928583976,0.0,0.0,卖出,追踪止损: 回撤16.3% > 8%
2024-10-09,512000,sell,25200,1.134,28576.799999999996,25.01321333333333,利润保护: 盈利从55.7%回落至46.9%,0.060534290472433895,0.0,0.0,卖出,利润保护: 盈利从55.7%回落至46.9%
2024-10-09,159915,sell,13000,2.242,29146.0,25.01321333333333,利润保护: 盈利从75.6%回落至47.0%,0.061740027928583976,0.0,0.0,卖出,利润保护: 盈利从75.6%回落至47.0%
2024-10-18,516160,buy,71200,1.988,141545.6,184.00928,rebalance,0.0,0.3,0.3,买入,调仓
2024-10-23,516160,sell,71200,2.133,151869.6,197.43048,rebalance,0.31498989102045255,0.0,-0.31498989102045255,卖出,调仓
2024-10-30,512480,buy,140200,0.963,135012.6,175.51638,rebalance,0.0,0.2801,0.2801,买入,调仓
2024-10-31,512480,sell,140200,0.986,138237.2,179.70836,rebalance,0.2850293623190215,0.0,-0.2850293623190215,卖出,调仓
2024-11-04,588000,buy,39500,1.004,39658.0,51.503053333333334,rebalance,0.0,0.0817,0.0817,买入,调仓
2024-11-04,159537,buy,36700,1.08,39636.0,51.503053333333334,rebalance,0.0,0.0817,0.0817,买入,调仓
2024-11-04,515000,buy,31100,1.272,39559.2,51.503053333333334,rebalance,0.0,0.0817,0.0817,买入,调仓
2024-11-05,588000,sell,39500,1.05,41475.0,44.31548333333333,rebalance,0.08458852666068009,0.0,-0.08458852666068009,卖出,调仓
2024-11-05,510500,buy,4900,6.216,30458.4,44.31548333333333,rebalance,0.0,0.0617,0.0617,买入,调仓
2024-11-05,512100,buy,11900,2.549,30333.1,44.31548333333333,rebalance,0.0,0.0617,0.0617,买入,调仓
2024-11-06,159537,sell,24000,1.158,27791.999999999996,35.2898,rebalance,0.08655817694912929,0.0299,-0.056658176949129294,卖出,调仓
2024-11-06,515000,sell,20000,1.325,26500.0,35.2898,rebalance,0.08392855474371498,0.0299,-0.054028554743714985,卖出,调仓
2024-11-15,159537,sell,12700,1.163,14770.1,9.600565,追踪止损: 回撤9.4% > 8%,0.03019171938678912,0.0,0.0,卖出,追踪止损: 回撤9.4% > 8%
2024-11-15,159537,sell,12700,1.163,14770.1,9.600565,利润保护: 盈利从18.8%回落至7.7%,0.03019171938678912,0.0,0.0,卖出,利润保护: 盈利从18.8%回落至7.7%
2024-11-15,512100,sell,11900,2.489,29619.1,43.731272000000004,rebalance,0.06054709553466369,0.0,-0.06054709553466369,卖出,调仓
2024-11-15,510500,sell,4900,6.021,29502.899999999998,43.731272000000004,rebalance,0.060309560548755005,0.0,-0.060309560548755005,卖出,调仓
2024-11-15,516160,buy,16800,2.168,36422.4,43.731272000000004,rebalance,0.0,0.0743,0.0743,买入,调仓
2024-11-15,512200,buy,22800,1.594,36343.200000000004,43.731272000000004,rebalance,0.0,0.0743,0.0743,买入,调仓
2024-11-15,515700,buy,21600,1.681,36309.6,43.731272000000004,rebalance,0.0,0.0743,0.0743,买入,调仓
2024-11-18,515000,sell,11100,1.294,14363.4,18.67242,追踪止损: 回撤9.7% > 8%,0.029430383994380315,0.0,0.0,卖出,追踪止损: 回撤9.7% > 8%
2024-11-18,512200,sell,22800,1.611,36730.8,68.5455225,rebalance,0.07526371949406636,0.0,-0.07526371949406636,卖出,调仓
2024-11-18,516160,sell,16800,2.138,35918.4,68.5455225,rebalance,0.07359906079572656,0.0,-0.07359906079572656,卖出,调仓
2024-11-18,515700,sell,21600,1.661,35877.6,68.5455225,rebalance,0.07351545902948792,0.0,-0.07351545902948792,卖出,调仓
2024-11-18,512890,buy,93500,1.095,102382.5,68.5455225,rebalance,0.0,0.2098,0.2098,买入,调仓
2024-11-19,515700,buy,31800,1.734,55141.2,71.64377999999999,rebalance,0.0,0.1129,0.1129,买入,调仓
2024-11-19,512200,buy,34000,1.62,55080.0,71.64377999999999,rebalance,0.0,0.1129,0.1129,买入,调仓
2024-11-20,562500,buy,46800,0.794,37159.200000000004,48.306960000000004,rebalance,0.0,0.0761,0.0761,买入,调仓
2024-11-21,512890,sell,57400,1.097,62967.799999999996,64.18152,rebalance,0.21020313393734216,0.0812,-0.12900313393734217,卖出,调仓
2024-11-21,512200,sell,34000,1.624,55216.00000000001,64.18152,rebalance,0.11315816342562153,0.0,-0.11315816342562153,卖出,调仓
2024-11-21,512100,buy,15600,2.543,39670.8,64.18152,rebalance,0.0,0.0812,0.0812,买入,调仓
2024-11-21,159537,buy,33300,1.19,39627.0,64.18152,rebalance,0.0,0.0812,0.0812,买入,调仓
2024-11-22,515700,sell,31800,1.685,53583.0,66.961245,rebalance,0.11156085878658653,0.0,-0.11156085878658653,卖出,调仓
2024-11-22,512890,sell,36100,1.068,38554.8,66.961245,rebalance,0.0802718511159339,0.0,-0.0802718511159339,卖出,调仓
2024-11-22,512100,sell,15600,2.447,38173.200000000004,66.961245,rebalance,0.07947735241834399,0.0,-0.07947735241834399,卖出,调仓
2024-11-22,159537,sell,33300,1.141,37995.3,66.961245,rebalance,0.07910696112300528,0.0,-0.07910696112300528,卖出,调仓
2024-11-22,562500,sell,46800,0.76,35568.0,66.961245,rebalance,0.07405327483196741,0.0,-0.07405327483196741,卖出,调仓
2024-11-22,512200,buy,66400,1.584,105177.6,66.961245,rebalance,0.0,0.219,0.219,买入,调仓
2024-11-27,512200,sell,66400,1.613,107103.2,142.30783666666665,rebalance,0.22228573207427965,0.0,-0.22228573207427965,卖出,调仓
2024-11-27,512890,buy,102000,1.085,110670.0,142.30783666666665,rebalance,0.0,0.2296,0.2296,买入,调仓
2024-11-27,515700,buy,65500,1.689,110629.5,142.30783666666665,rebalance,0.0,0.2296,0.2296,买入,调仓
2024-11-28,515700,sell,65500,1.661,108795.5,141.43415,rebalance,0.22695906535283142,0.0,-0.22695906535283142,卖出,调仓
2024-11-29,512890,sell,74600,1.085,80941.0,75.237396,rebalance,0.23083934418273244,0.0621,-0.16873934418273245,卖出,调仓
2024-11-29,562500,buy,150900,0.789,119060.1,75.237396,rebalance,0.0,0.2484,0.2484,买入,调仓
2024-11-29,515000,buy,22600,1.319,29809.399999999998,75.237396,rebalance,0.0,0.0621,0.0621,买入,调仓
2024-11-29,588000,buy,28100,1.06,29786.0,75.237396,rebalance,0.0,0.0621,0.0621,买入,调仓
2024-11-29,159537,buy,25300,1.177,29778.100000000002,75.237396,rebalance,0.0,0.0621,0.0621,买入,调仓
2024-12-03,562500,sell,150900,0.811,122379.90000000001,61.267388000000004,rebalance,0.2538781632490335,0.0,-0.2538781632490335,卖出,调仓
2024-12-03,515000,sell,22600,1.307,29538.199999999997,61.267388000000004,rebalance,0.061277251915409316,0.0,-0.061277251915409316,卖出,调仓
2024-12-03,159537,sell,25300,1.163,29423.9,61.267388000000004,rebalance,0.061040135574740924,0.0,-0.061040135574740924,卖出,调仓
2024-12-03,588000,buy,25900,1.057,27376.3,61.267388000000004,rebalance,0.06161643408250715,0.1183,0.05668356591749285,买入,调仓
2024-12-03,512890,buy,24500,1.099,26925.5,61.267388000000004,rebalance,0.06246884969388638,0.1183,0.055831150306113624,买入,调仓
2024-12-04,588000,sell,54000,1.05,56700.0,69.05924999999999,rebalance,0.11776647100001936,0.0,-0.11776647100001936,卖出,调仓
2024-12-04,512890,buy,45000,1.101,49545.0,69.05924999999999,rebalance,0.11868430175019412,0.2215,0.10281569824980588,买入,调仓
2024-12-05,562500,buy,120700,0.837,101025.9,131.33366999999998,rebalance,0.0,0.2099,0.2099,买入,调仓
2024-12-09,562500,sell,120700,0.842,101629.4,132.11821999999998,rebalance,0.210178044973987,0.0,-0.210178044973987,卖出,调仓
2024-12-12,512890,sell,62700,1.123,70412.1,63.758023333333334,rebalance,0.22492727280769786,0.0794,-0.14552727280769787,卖出,调仓
2024-12-12,159601,buy,45700,0.841,38433.7,63.758023333333334,rebalance,0.0,0.0794,0.0794,买入,调仓
2024-12-12,510300,buy,9300,4.117,38288.1,63.758023333333334,rebalance,0.0,0.0794,0.0794,买入,调仓
2024-12-13,159601,sell,45700,0.821,37519.7,79.39129249999999,rebalance,0.07798118229947618,0.0,-0.07798118229947618,卖出,调仓
2024-12-13,510300,sell,9300,4.02,37385.99999999999,79.39129249999999,rebalance,0.07770329937201566,0.0,-0.07770329937201566,卖出,调仓
2024-12-13,562500,buy,123600,0.838,103576.8,79.39129249999999,rebalance,0.0,0.2153,0.2153,买入,调仓
2024-12-13,512890,buy,59600,1.104,65798.40000000001,79.39129249999999,rebalance,0.07847397244233996,0.2153,0.13682602755766005,买入,调仓
2024-12-18,562500,sell,123600,0.809,99992.40000000001,129.99012000000002,rebalance,0.20878539439765245,0.0,-0.20878539439765245,卖出,调仓
2024-12-20,512890,sell,67700,1.101,74537.7,52.256294999999994,rebalance,0.2165865988004548,0.0603,-0.1562865988004548,卖出,调仓
2024-12-20,588000,buy,27000,1.065,28755.0,52.256294999999994,rebalance,0.0,0.0603,0.0603,买入,调仓
2024-12-20,159537,buy,23800,1.208,28750.399999999998,52.256294999999994,rebalance,0.0,0.0603,0.0603,买入,调仓
2024-12-20,515000,buy,21500,1.337,28745.5,52.256294999999994,rebalance,0.0,0.0603,0.0603,买入,调仓
2024-12-23,512890,sell,26100,1.106,28866.600000000002,37.52658,rebalance,0.06069586340172833,0.0,-0.06069586340172833,卖出,调仓
2024-12-27,515000,sell,21500,1.357,29175.5,43.770739999999996,rebalance,0.06109132933817324,0.0,-0.06109132933817324,卖出,调仓
2024-12-27,588000,sell,27000,1.074,28998.0,43.770739999999996,rebalance,0.06071965752594977,0.0,-0.06071965752594977,卖出,调仓
2024-12-27,159537,sell,23800,1.216,28940.8,43.770739999999996,rebalance,0.06059988497575719,0.0,-0.06059988497575719,卖出,调仓
2024-12-27,159601,buy,45800,0.838,38380.4,43.770739999999996,rebalance,0.0,0.0803,0.0803,买入,调仓
2024-12-27,512890,buy,34100,1.123,38294.3,43.770739999999996,rebalance,0.0,0.0803,0.0803,买入,调仓
2024-12-27,510300,buy,9400,4.067,38229.8,43.770739999999996,rebalance,0.0,0.0803,0.0803,买入,调仓
2024-12-31,159601,sell,45800,0.83,38014.0,55.21204,rebalance,0.07976851491228594,0.0,-0.07976851491228594,卖出,调仓
2024-12-31,510300,sell,9400,4.022,37806.8,55.21204,rebalance,0.07933372677397306,0.0,-0.07933372677397306,卖出,调仓
2024-12-31,512890,buy,45900,1.124,51591.600000000006,55.21204,rebalance,0.0804282513538186,0.1888,0.10837174864618139,买入,调仓
2025-01-14,512890,sell,80000,1.074,85920.0,83.63580333333333,rebalance,0.18188426650814252,0.0,-0.18188426650814252,卖出,调仓
2025-01-14,515000,buy,41500,1.291,53576.5,83.63580333333333,rebalance,0.0,0.1133,0.1133,买入,调仓
2025-01-14,588000,buy,51600,1.037,53509.2,83.63580333333333,rebalance,0.0,0.1133,0.1133,买入,调仓
2025-01-15,515000,sell,41500,1.276,52954.0,67.82594,rebalance,0.11236758654232414,0.0,-0.11236758654232414,卖出,调仓
2025-01-15,588000,buy,49800,1.032,51393.6,67.82594,rebalance,0.11299824044420839,0.2221,0.1091017595557916,买入,调仓
2025-01-17,588000,sell,101400,1.02,103428.0,138.3408,rebalance,0.22010432414984615,0.0,-0.22010432414984615,卖出,调仓
2025-01-17,159915,buy,54000,2.026,109403.99999999999,138.3408,rebalance,0.0,0.2328,0.2328,买入,调仓
2025-01-20,159915,sell,42800,2.062,88253.59999999999,114.72967999999999,rebalance,0.23612100838994993,0.049,-0.18712100838994994,卖出,调仓
2025-01-21,159915,buy,41000,2.07,84870.0,110.33099999999999,rebalance,0.04916586908920393,0.2292,0.18003413091079606,买入,调仓
2025-01-22,159915,sell,27700,2.059,57034.3,69.83639,rebalance,0.22826173453183665,0.1071,-0.12116173453183665,卖出,调仓
2025-01-22,515000,buy,38100,1.323,50406.299999999996,69.83639,rebalance,0.0,0.1071,0.1071,买入,调仓
2025-01-23,515000,sell,38100,1.308,49834.8,66.53790000000001,rebalance,0.10603613043679043,0.0,-0.10603613043679043,卖出,调仓
2025-01-23,159915,buy,25600,2.052,52531.200000000004,66.53790000000001,rebalance,0.10697063942424173,0.2189,0.11192936057575828,买入,调仓
2025-02-05,159915,sell,50100,2.024,101402.4,130.95654000000002,rebalance,0.21646663590715556,0.0,-0.21646663590715556,卖出,调仓
2025-02-05,159537,buy,83600,1.197,100069.20000000001,130.95654000000002,rebalance,0.0,0.2135,0.2135,买入,调仓
2025-02-06,159537,sell,69200,1.235,85462.0,136.45579999999998,rebalance,0.2190392518444958,0.0377,-0.18133925184449579,卖出,调仓
2025-02-06,562500,buy,138300,0.9,124470.0,136.45579999999998,rebalance,0.0,0.2641,0.2641,买入,调仓
2025-02-07,562500,sell,138300,0.9,124470.0,161.81099999999998,rebalance,0.2640661706936714,0.0,-0.2640661706936714,卖出,调仓
2025-02-20,560660,buy,109800,1.289,141532.19999999998,183.99185999999997,rebalance,0.0,0.3,0.3,买入,调仓
2025-02-21,560660,sell,109800,1.383,151853.4,197.40941999999998,rebalance,0.3143368386907221,0.0,-0.3143368386907221,卖出,调仓
2025-02-24,560660,buy,106700,1.358,144898.6,188.36818,rebalance,0.0,0.3,0.3,买入,调仓
2025-02-27,560660,sell,106700,1.293,137963.1,182.38792,rebalance,0.29011024227730026,0.0,-0.29011024227730026,卖出,调仓
2025-02-27,562500,buy,139700,1.021,142633.69999999998,182.38792,rebalance,0.0,0.3,0.3,买入,调仓
2025-02-28,562500,sell,139700,0.944,131876.8,171.43983999999998,rebalance,0.2845614307689978,0.0,-0.2845614307689978,卖出,调仓
2025-03-03,159537,sell,14400,1.281,18446.399999999998,23.980319999999995,利润保护: 盈利从15.4%回落至7.0%,0.03983166534651664,0.0,0.0,卖出,利润保护: 盈利从15.4%回落至7.0%
2025-03-06,560660,buy,97600,1.328,129612.8,168.49663999999999,rebalance,0.0,0.2799,0.2799,买入,调仓
2025-03-07,560660,sell,97600,1.313,128148.79999999999,166.59344,rebalance,0.2777074833804566,0.0,-0.2777074833804566,卖出,调仓
2025-03-10,562500,buy,122400,1.004,122889.6,159.75648,rebalance,0.0,0.2665,0.2665,买入,调仓
2025-03-11,562500,sell,122400,0.997,122032.8,158.64264,rebalance,0.2651334743201671,0.0,-0.2651334743201671,卖出,调仓
2025-03-13,510500,buy,6000,5.989,35934.0,46.601663333333335,rebalance,0.0,0.0779,0.0779,买入,调仓
2025-03-13,512890,buy,32900,1.091,35893.9,46.601663333333335,rebalance,0.0,0.0779,0.0779,买入,调仓
2025-03-13,512100,buy,13800,2.588,35714.4,46.601663333333335,rebalance,0.0,0.0779,0.0779,买入,调仓
2025-03-21,510500,sell,6000,5.968,35808.0,55.02267333333333,rebalance,0.07786364536311252,0.0,-0.07786364536311252,卖出,调仓
2025-03-21,512100,sell,13800,2.562,35355.6,55.02267333333333,rebalance,0.07687991231010001,0.0,-0.07687991231010001,卖出,调仓
2025-03-21,512890,buy,50600,1.103,55811.799999999996,55.02267333333333,rebalance,0.07890891609384443,0.2003,0.12139108390615558,买入,调仓
2025-03-28,512890,sell,50300,1.112,55933.600000000006,56.176813333333335,rebalance,0.20164733112488228,0.0801,-0.12154733112488228,卖出,调仓
2025-03-28,512000,buy,34800,1.059,36853.2,56.176813333333335,rebalance,0.0,0.0801,0.0801,买入,调仓
2025-03-28,159601,buy,44400,0.83,36852.0,56.176813333333335,rebalance,0.0,0.0801,0.0801,买入,调仓
2025-03-31,159601,sell,44400,0.826,36674.4,60.7464,rebalance,0.07983275938625368,0.0,-0.07983275938625368,卖出,调仓
2025-03-31,512000,sell,34800,1.038,36122.4,60.7464,rebalance,0.07863116690808876,0.0,-0.07863116690808876,卖出,调仓
2025-03-31,512890,buy,60600,1.112,67387.20000000001,60.7464,rebalance,0.08036389809037008,0.227,0.14663610190962995,买入,调仓
2025-04-14,512890,sell,43800,1.095,47961.0,66.79204999999999,rebalance,0.22444922525273814,0.1197,-0.10474922525273814,卖出,调仓
2025-04-14,588000,buy,51500,1.064,54796.0,66.79204999999999,rebalance,0.0,0.1197,0.1197,买入,调仓
2025-04-15,588000,sell,51500,1.054,54281.0,68.20827,rebalance,0.11864312125383358,0.0,-0.11864312125383358,卖出,调仓
2025-04-15,512890,buy,45800,1.106,50654.8,68.20827,rebalance,0.12087037094631636,0.2316,0.11072962905368364,买入,调仓
2025-05-06,512890,sell,95800,1.109,106242.2,70.18387999999999,rebalance,0.23213919921926274,0.0,-0.23213919921926274,卖出,调仓
2025-05-06,515000,buy,28500,1.284,36594.0,70.18387999999999,rebalance,0.0,0.0799,0.0799,买入,调仓
2025-05-06,159537,buy,30000,1.219,36570.0,70.18387999999999,rebalance,0.0,0.0799,0.0799,买入,调仓
2025-05-06,588000,buy,33900,1.078,36544.200000000004,70.18387999999999,rebalance,0.0,0.0799,0.0799,买入,调仓
2025-05-13,588000,sell,33900,1.06,35934.0,46.7142,rebalance,0.07882917009152682,0.0,-0.07882917009152682,卖出,调仓
2025-05-14,159537,sell,30000,1.194,35820.0,46.565999999999995,rebalance,0.07850730574580018,0.0,-0.07850730574580018,卖出,调仓
2025-05-27,515000,sell,28500,1.241,35368.5,92.41479,rebalance,0.0777831921512858,0.0,-0.0777831921512858,卖出,调仓
2025-05-27,159915,buy,54300,1.967,106808.1,92.41479,rebalance,0.0,0.2347,0.2347,买入,调仓
2025-05-28,159915,sell,54300,1.959,106373.7,136.27685499999998,rebalance,0.23425842648461015,0.0,-0.23425842648461015,卖出,调仓
2025-05-28,512890,buy,89500,1.154,103282.99999999999,136.27685499999998,rebalance,0.0,0.2274,0.2274,买入,调仓
2025-05-29,512890,sell,89500,1.152,103103.99999999999,134.03519999999997,rebalance,0.22728383941006533,0.0,-0.22728383941006533,卖出,调仓
2025-06-19,515000,buy,38300,1.296,49636.8,64.52771,rebalance,0.0,0.1095,0.1095,买入,调仓
2025-06-19,159537,buy,44200,1.123,49636.6,64.52771,rebalance,0.0,0.1095,0.1095,买入,调仓
2025-06-20,512890,buy,29100,1.182,34396.2,44.715059999999994,rebalance,0.0,0.076,0.076,买入,调仓
2025-06-23,159537,sell,23800,1.122,26703.600000000002,32.23593749999999,rebalance,0.10938783802273418,0.0505,-0.058887838022734174,卖出,调仓
2025-06-23,515000,sell,20600,1.292,26615.2,32.23593749999999,rebalance,0.10914785373528542,0.0505,-0.058647853735285416,卖出,调仓
2025-06-23,512100,buy,9400,2.448,23011.2,32.23593749999999,rebalance,0.0,0.0505,0.0505,买入,调仓
2025-06-23,512000,buy,22300,1.025,22857.499999999996,32.23593749999999,rebalance,0.0,0.0505,0.0505,买入,调仓
2025-06-30,512890,sell,29100,1.186,34512.6,44.86638,rebalance,0.07536169072006364,0.0,-0.07536169072006364,卖出,调仓
2025-07-03,159537,sell,20400,1.153,23521.2,30.57756,rebalance,0.05145764001544483,0.0,-0.05145764001544483,卖出,调仓
2025-07-07,515000,sell,17700,1.343,23771.1,30.228704999999998,rebalance,0.05203494652350972,0.0,-0.05203494652350972,卖出,调仓
2025-07-07,510500,buy,3900,5.951,23208.899999999998,30.228704999999998,rebalance,0.0,0.0504,0.0504,买入,调仓
2025-07-07,512890,buy,18900,1.218,23020.2,30.228704999999998,rebalance,0.0,0.0504,0.0504,买入,调仓
2025-07-07,159601,buy,27200,0.846,23011.2,30.228704999999998,rebalance,0.0,0.0504,0.0504,买入,调仓
2025-07-15,512890,sell,18900,1.216,22982.399999999998,29.877119999999994,rebalance,0.05011924298854291,0.0,-0.05011924298854291,卖出,调仓
2025-07-31,512000,sell,22300,1.146,25555.8,34.77155499999999,rebalance,0.055369871469293015,0.0,-0.055369871469293015,卖出,调仓
2025-07-31,510500,sell,3900,6.297,24558.3,34.77155499999999,rebalance,0.053208661615145626,0.0,-0.053208661615145626,卖出,调仓
2025-07-31,159601,sell,27200,0.875,23800.0,34.77155499999999,rebalance,0.05156570880070958,0.0,-0.05156570880070958,卖出,调仓
2025-07-31,159537,buy,23600,1.223,28862.800000000003,34.77155499999999,rebalance,0.0,0.0625,0.0625,买入,调仓
2025-07-31,515000,buy,19000,1.519,28861.0,34.77155499999999,rebalance,0.0,0.0625,0.0625,买入,调仓
2025-07-31,588000,buy,26200,1.101,28846.2,34.77155499999999,rebalance,0.0,0.0625,0.0625,买入,调仓
2025-08-01,560660,buy,78700,1.385,108999.5,141.69934999999998,rebalance,0.0,0.2367,0.2367,买入,调仓
2025-08-06,560660,sell,78700,1.403,110416.1,143.54093,rebalance,0.23800907388781678,0.0,-0.23800907388781678,卖出,调仓
2025-08-08,515000,sell,19000,1.494,28386.0,36.9018,rebalance,0.061409210236208,0.0,-0.061409210236208,卖出,调仓
2025-08-11,560660,buy,88000,1.4,123199.99999999999,160.15999999999997,rebalance,0.0,0.2661,0.2661,买入,调仓
2025-08-12,560660,sell,88000,1.43,125840.0,165.302215,rebalance,0.2697514575043271,0.0,-0.2697514575043271,卖出,调仓
2025-08-12,512400,buy,98900,1.299,128471.09999999999,165.302215,rebalance,0.0,0.2754,0.2754,买入,调仓
