,0
2024-08-28,0.9164647937199999
2024-08-29,0.9131711937199999
2024-08-30,0.9122684752399999
2024-09-02,0.9119791628399998
2024-09-03,0.9137163628399998
2024-09-04,0.9126632444799998
2024-09-05,0.9182422444799998
2024-09-06,0.9109812359999998
2024-09-09,0.9081098844200001
2024-09-10,0.90738988442
2024-09-11,0.9082907742599999
2024-09-12,0.90792635226
2024-09-13,0.9058204412799999
2024-09-18,0.90550444128
2024-09-19,0.90766407216
2024-09-20,0.90732767216
2024-09-23,0.90714567216
2024-09-24,0.9118008721599999
2024-09-25,0.9131548721599999
2024-09-26,0.9181044721599999
2024-09-27,0.9271644721599999
2024-09-30,0.94182607216
2024-10-08,0.9589156721599998
2024-10-09,0.94400239288
2024-10-10,0.94400239288
2024-10-11,0.94400239288
2024-10-14,0.94400239288
2024-10-15,0.94400239288
2024-10-16,0.94400239288
2024-10-17,0.94400239288
2024-10-18,0.94363437432
2024-10-21,0.9490455743199999
2024-10-22,0.95474157432
2024-10-23,0.96388751336
2024-10-24,0.96388751336
2024-10-25,0.96388751336
2024-10-28,0.96388751336
2024-10-29,0.96388751336
2024-10-30,0.9635364805999999
2024-10-31,0.96962626388
2024-11-01,0.96962626388
2024-11-04,0.9693172455600001
2024-11-05,0.9803635526600001
2024-11-06,0.9818249934600001
2024-11-07,0.9859425934600001
2024-11-08,0.98651879346
2024-11-11,0.9920875934600001
2024-11-12,0.98965419346
2024-11-13,0.9897171934600001
2024-11-14,0.98361579346
2024-11-15,0.97794487848
2024-11-18,0.9755075694600002
2024-11-19,0.9754079943400003
2024-11-20,0.9765473804200003
2024-11-21,0.9753949282600002
2024-11-22,0.95980219332
2024-11-25,0.9588725933200001
2024-11-26,0.9600677933200001
2024-11-27,0.9627995463000001
2024-11-28,0.9584406780000001
2024-11-29,0.9580963040400001
2024-12-02,0.96675490404
2024-12-03,0.9634710301600001
2024-12-04,0.96264639316
2024-12-05,0.96238372582
2024-12-06,0.96606252582
2024-12-09,0.9668148893799998
2024-12-10,0.9668148893799998
2024-12-11,0.96739628938
2024-12-12,0.96720754124
2024-12-13,0.9616406108999999
2024-12-16,0.9610622108999999
2024-12-17,0.9546174108999999
2024-12-18,0.9575886306599998
2024-12-19,0.9549622306599999
2024-12-20,0.9532309802999999
2024-12-23,0.9511133271399997
2024-12-24,0.9533427271399998
2024-12-25,0.9540437271399997
2024-12-26,0.9573951271399997
2024-12-27,0.9546184782599998
2024-12-30,0.9559792782599998
2024-12-31,0.9527766060199997
2025-01-02,0.9490966060199997
2025-01-03,0.9466966060199997
2025-01-06,0.9468566060199998
2025-01-07,0.9474966060199997
2025-01-08,0.9481366060199997
2025-01-09,0.9463766060199997
2025-01-10,0.9441366060199997
2025-01-13,0.9422166060199997
2025-01-14,0.9442747911999999
2025-01-15,0.9422424874399998
2025-01-16,0.9379836874399998
2025-01-17,0.9392555242399999
2025-01-20,0.94291406488
2025-01-21,0.9428726028799999
2025-01-22,0.9414448573199999
2025-01-23,0.93969270572
2025-01-24,0.94289910572
2025-01-27,0.9372879057199999
2025-02-05,0.93636327956
2025-02-06,0.94217105636
2025-02-07,0.9423946343599999
2025-02-10,0.9432586343599999
2025-02-11,0.94259623436
2025-02-12,0.94346023436
2025-02-13,0.9425674343599999
2025-02-14,0.94351783436
2025-02-17,0.9440650343599999
2025-02-18,0.94274023436
2025-02-19,0.94374823436
2025-02-20,0.9431498506400001
2025-02-21,0.9657878318
2025-02-24,0.96541109544
2025-02-25,0.9596898954400002
2025-02-26,0.96128709544
2025-02-27,0.9503785437600001
2025-02-28,0.9265346640800001
2025-03-03,0.92616990344
2025-03-04,0.92616990344
2025-03-05,0.92616990344
2025-03-06,0.92583291016
2025-03-07,0.92257172328
2025-03-10,0.92225221032
2025-03-11,0.92022132504
2025-03-12,0.92022132504
2025-03-13,0.9199417150600001
2025-03-14,0.9230287150600001
2025-03-17,0.92339871506
2025-03-18,0.9238827150600001
2025-03-19,0.9234927150600001
2025-03-20,0.92248771506
2025-03-21,0.9194315790200001
2025-03-24,0.9202665790200001
2025-03-25,0.9214355790200001
2025-03-26,0.9209345790200001
2025-03-27,0.9214355790200001
2025-03-28,0.92059751814
2025-03-31,0.9184162397400001
2025-04-01,0.9189790397400001
2025-04-02,0.92010463974
2025-04-03,0.92085503974
2025-04-07,0.90941143974
2025-04-08,0.9139138397400001
2025-04-09,0.91335103974
2025-04-10,0.9142890397400001
2025-04-11,0.91372623974
2025-04-14,0.91495987154
2025-04-15,0.9147570384600001
2025-04-16,0.91667303846
2025-04-17,0.91686463846
2025-04-18,0.9174394384600001
2025-04-21,0.9162898384600001
2025-04-22,0.91763103846
2025-04-23,0.91667303846
2025-04-24,0.9185890384600001
2025-04-25,0.9183974384600001
2025-04-28,0.9193554384600001
2025-04-29,0.91878063846
2025-04-30,0.9153318384600001
2025-05-06,0.9147703674200001
2025-05-07,0.9143827674199999
2025-05-08,0.91456456742
2025-05-09,0.9111547674199999
2025-05-12,0.9127243674200001
2025-05-13,0.91159953902
2025-05-14,0.9124334070200001
2025-05-15,0.91106540702
2025-05-16,0.91089440702
