date,macro_score,equity_ratio,regime,choppy_mode,n_broad_targets,n_sector_targets
2024-03-21,1.0009026270544792,0.5167,bullish,False,7,0
2024-03-22,-1.6932188857865582,0.4718,bearish,False,4,0
2024-03-25,-3.730148348406482,0.4381,bearish,False,0,0
2024-03-26,-4.7274684378304865,0.4219,bearish,False,0,0
2024-03-27,-6.34853519227031,0.3957,bearish,False,0,0
2024-03-28,-7.272974938594849,0.3811,bearish,False,0,0
2024-03-29,-5.623410635262065,0.4074,bearish,False,0,0
2024-04-01,-1.504963351533991,0.4749,bearish,False,5,0
2024-04-02,-2.3733350543385776,0.4605,bearish,False,2,0
2024-04-03,-1.0812734277214044,0.482,bearish,False,3,0
2024-04-08,-2.9082373543942195,0.4517,bearish,False,3,0
2024-04-09,-3.998391358335359,0.4338,bearish,False,1,0
2024-04-10,-9.090689526175884,0.353,bearish,False,0,0
2024-04-11,-6.913163910815596,0.3868,bearish,False,1,0
2024-04-12,-6.979815304820434,0.3857,bearish,False,1,0
2024-04-15,-2.278177912055103,0.4621,bearish,False,1,0
2024-04-16,-5.516198296243824,0.4091,bearish,False,1,0
2024-04-17,-1.9426259958080465,0.4677,bearish,False,1,0
2024-04-18,-1.5474015517933997,0.4742,neutral,False,1,0
2024-04-19,-2.986565144631124,0.4504,bearish,False,1,0
2024-04-22,-5.485268137869591,0.4096,bearish,False,1,0
2024-04-23,-4.333225447375574,0.4283,bearish,False,0,0
2024-04-24,-3.801696247105509,0.437,bearish,False,0,0
2024-04-25,-3.5269623153726495,0.4415,bearish,False,0,0
2024-04-26,2.7051125237288836,0.545,bullish,False,9,0
2024-04-29,4.850541172174427,0.5801,bullish,False,9,0
2024-04-30,3.651929593385756,0.5606,bullish,False,9,0
2024-05-06,3.87839348190786,0.5643,bullish,False,9,0
2024-05-07,3.90825411435501,0.5648,bullish,False,9,0
2024-05-08,0.5349967064785973,0.5089,neutral,False,8,0
2024-05-09,2.0676060997814654,0.5344,neutral,False,8,0
2024-05-10,1.7029582055194414,0.5284,neutral,False,8,0
2024-05-13,0.8084605493144906,0.5135,neutral,False,5,0
2024-05-14,0.34078680729082533,0.5057,neutral,False,4,0
2024-05-15,-0.04047962027691087,0.4993,neutral,False,3,0
2024-05-16,-2.276331262804211,0.4621,neutral,False,1,0
2024-05-17,2.384745992842663,0.5397,neutral,False,7,0
2024-05-20,1.5266589020651276,0.5254,neutral,False,6,0
2024-05-21,0.19468504645276474,0.5032,neutral,False,6,0
2024-05-22,3.636182762475455,0.5603,bullish,False,8,0
2024-05-23,0.14318314011871397,0.5024,neutral,False,6,0
2024-05-24,-3.1233229754150185,0.4481,bearish,False,1,0
2024-05-27,-1.8814241937813887,0.4687,neutral,False,2,0
2024-05-28,-3.1300923171559902,0.448,bearish,False,2,1
2024-05-29,-6.0033482059812275,0.4013,bearish,False,1,0
2024-05-30,-7.013299720036988,0.3852,bearish,False,1,0
2024-05-31,-4.227647439475069,0.43,bearish,False,1,0
2024-06-03,-8.579893969615798,0.3608,bearish,False,0,0
2024-06-04,-4.188754192693605,0.4306,bearish,False,1,0
2024-06-05,-4.335206149654576,0.4282,bearish,False,3,0
2024-06-06,-7.564944329056808,0.3765,bearish,False,0,0
2024-06-07,-8.126685877750795,0.3678,bearish,False,0,0
2024-06-11,-6.524574379072329,0.3929,bearish,False,3,0
2024-06-12,-7.254677154649128,0.3814,bearish,False,3,0
2024-06-13,-5.223889354757763,0.4138,neutral,False,3,0
2024-06-14,-2.4194818327363867,0.4598,neutral,False,4,0
2024-06-17,-3.060905132302196,0.4492,neutral,False,4,0
2024-06-18,-2.5208028517206595,0.4581,neutral,False,4,0
2024-06-19,-3.364560077416135,0.4442,neutral,False,4,0
2024-06-20,-6.400917118812851,0.3949,bearish,False,2,0
2024-06-21,-4.975842215631042,0.4178,neutral,False,3,0
2024-06-24,-7.201238007051082,0.3822,bearish,False,2,0
2024-06-25,-13.778687323278158,0.2852,bearish,False,0,0
2024-06-26,-5.677577953784763,0.4065,neutral,False,1,0
2024-06-27,-6.793282576742786,0.3887,bearish,False,1,0
2024-06-28,-7.130595049388753,0.3833,bearish,False,0,0
2024-07-01,-3.74983871586733,0.4378,neutral,False,1,0
2024-07-02,-3.6504217320777013,0.4395,neutral,False,1,0
2024-07-03,-7.512692492636517,0.3773,bearish,False,0,0
2024-07-04,-7.668699680987733,0.3749,bearish,False,0,0
2024-07-05,-6.342601406894215,0.3958,neutral,False,0,0
2024-07-08,-9.038798460470371,0.3538,bearish,False,0,0
2024-07-09,-2.635350119118999,0.4562,neutral,False,2,0
2024-07-10,-3.4303345507525767,0.4431,neutral,False,1,0
2024-07-11,1.874158897842334,0.5312,bullish,False,9,0
2024-07-12,0.8594564885335181,0.5143,bullish,False,6,0
2024-07-15,1.7726931372311245,0.5295,bullish,False,8,0
2024-07-16,1.827514377843385,0.5304,bullish,False,5,0
2024-07-17,1.7585132542056154,0.5293,bullish,False,7,0
2024-07-18,2.268889002662791,0.5377,bullish,False,7,0
2024-07-19,3.5729009297625374,0.5593,bullish,False,7,0
2024-07-22,5.016769435480272,0.5828,bullish,False,9,0
2024-07-23,-1.2082377528717172,0.4799,neutral,False,5,0
2024-07-24,-5.154347167453712,0.4149,neutral,False,0,0
2024-07-25,-5.142250031753154,0.4151,neutral,False,1,0
2024-07-26,-3.6904253815766976,0.4388,neutral,False,1,0
2024-07-29,-5.489072798779654,0.4095,neutral,False,1,0
2024-07-30,-2.1333422693589807,0.4645,neutral,False,4,0
2024-07-31,7.494882533291445,0.6224,bullish,False,8,0
2024-08-01,7.431271241449874,0.6214,bullish,False,8,0
2024-08-02,3.3174062132072817,0.5551,bullish,False,8,0
2024-08-05,0.992072107161216,0.5165,bullish,False,6,0
2024-08-06,0.3464968022389731,0.5058,neutral,False,5,0
2024-08-07,-3.491078126360692,0.4421,neutral,False,3,0
2024-08-08,-4.201968589559061,0.4304,neutral,False,3,0
2024-08-09,-3.2584435027321286,0.4459,neutral,False,3,0
2024-08-12,-0.7114336068932405,0.4881,neutral,False,5,0
2024-08-13,-1.5980247024948402,0.4734,neutral,False,3,0
2024-08-14,-2.5877233496290204,0.457,neutral,False,3,0
2024-08-15,-0.5979810513161473,0.49,bullish,False,4,0
2024-08-16,-0.9003428691522912,0.485,neutral,False,4,0
2024-08-19,0.5484385641955253,0.5091,bullish,False,5,0
2024-08-20,-0.4427607427074636,0.4926,bullish,False,5,0
2024-08-21,1.1300148913695744,0.5188,bullish,False,6,0
2024-08-22,-1.7866681980023227,0.4703,neutral,False,6,0
2024-08-23,-2.0860473596796076,0.4653,neutral,False,5,0
2024-08-26,-2.2386488297782745,0.4628,neutral,False,6,0
2024-08-27,-1.534323461884468,0.4745,neutral,False,5,0
2024-08-28,-11.17395936007402,0.3219,bearish,False,1,0
2024-08-29,-6.463175550509704,0.3939,bearish,False,0,0
2024-08-30,2.8500220309088595,0.5474,bullish,False,6,0
2024-09-02,-0.6827565573221862,0.4886,neutral,False,4,0
2024-09-03,1.0409764638893295,0.5173,bullish,False,7,0
2024-09-04,1.0063295473387575,0.5168,bullish,False,6,1
2024-09-05,1.0853078489667976,0.5181,bullish,False,7,1
2024-09-06,-4.559843081363438,0.4246,neutral,False,1,1
2024-09-09,-3.202785788011358,0.4468,neutral,False,2,0
2024-09-10,-3.4036039023618416,0.4435,neutral,False,2,0
2024-09-11,-1.5330282518453764,0.4745,neutral,False,6,0
2024-09-12,-4.86681028627918,0.4196,neutral,False,1,0
2024-09-13,-4.74635921673398,0.4215,neutral,False,2,0
2024-09-18,-3.577455221673752,0.4407,neutral,False,2,0
2024-09-19,1.2900758217116932,0.5215,bullish,False,6,0
2024-09-20,1.0512618139576695,0.5175,bullish,False,7,0
2024-09-23,3.0859731169674616,0.5513,bullish,False,9,0
2024-09-24,14.383583604963325,0.7229,bullish,False,10,0
2024-09-25,15.938193978155567,0.7432,bullish,False,10,0
2024-09-26,18.82398111724592,0.7782,bullish,False,10,0
2024-09-27,19.53839315651509,0.7863,bullish,False,10,0
2024-09-30,19.98,0.7912,bullish,False,10,0
2024-10-08,19.82824211863208,0.7895,bullish,False,10,0
2024-10-09,14.968805566309394,0.7306,bullish,False,10,0
2024-10-10,11.950178915587045,0.6893,bullish,False,10,0
2024-10-11,7.5844287560564005,0.6238,bullish,False,10,0
2024-10-14,6.3363271245166395,0.6041,bullish,False,10,0
2024-10-15,3.9510951946257307,0.5655,bullish,False,10,0
2024-10-16,4.982040660683223,0.5823,bullish,False,10,0
2024-10-17,4.62574923082161,0.5765,bullish,False,10,1
2024-10-18,7.767045833963873,0.6266,bullish,False,10,1
2024-10-21,7.418322615312716,0.6212,bullish,False,10,1
2024-10-22,7.919734310472182,0.629,bullish,False,10,1
2024-10-23,7.796098025658376,0.6271,bullish,False,10,1
2024-10-24,7.023286894876058,0.615,neutral,False,10,0
2024-10-25,6.283122876634079,0.6032,neutral,False,10,1
2024-10-28,6.144918268426501,0.601,neutral,False,10,2
2024-10-29,4.33454315242679,0.5717,neutral,False,10,2
2024-10-30,3.6324700167095183,0.5602,neutral,False,10,1
2024-10-31,3.022236632897401,0.5502,neutral,False,9,0
2024-11-01,0.9525933532696905,0.5159,neutral,False,8,1
2024-11-04,-0.5925870042890542,0.4901,neutral,False,3,0
2024-11-05,-0.36469813838904536,0.4939,neutral,False,4,0
2024-11-06,2.249387341449098,0.5374,neutral,False,9,0
2024-11-07,4.615235949415701,0.5763,neutral,False,10,0
2024-11-08,6.37312677391575,0.6046,bullish,False,10,0
2024-11-11,5.972570693338588,0.5982,neutral,False,9,0
2024-11-12,4.314835916917687,0.5714,neutral,False,8,0
2024-11-13,5.165259336055786,0.5852,neutral,False,9,0
2024-11-14,1.063925086917639,0.5177,neutral,False,7,0
2024-11-15,-3.2438511322586008,0.4461,bearish,False,0,2
2024-11-18,-4.864445663301214,0.4196,bearish,False,1,0
2024-11-19,-2.911012094854417,0.4516,bearish,False,1,2
2024-11-20,-2.611830803481976,0.4566,bearish,False,1,2
2024-11-21,-0.7652177232782181,0.4872,neutral,False,3,2
2024-11-22,-3.745457848620816,0.4379,bearish,False,0,0
2024-11-25,-3.928026562562754,0.4349,bearish,False,0,0
2024-11-26,-4.523739608285033,0.4252,bearish,False,0,0
2024-11-27,-2.4470182178030506,0.4593,neutral,False,1,1
2024-11-28,-3.5832623279598876,0.4406,bearish,False,1,0
2024-11-29,-0.1948653756969479,0.4968,neutral,False,4,1
2024-12-02,-0.075659115247455,0.4987,neutral,False,6,1
2024-12-03,-1.6027004148286947,0.4733,neutral,False,2,1
2024-12-04,-3.4431473828847494,0.4429,bearish,False,1,0
2024-12-05,-4.861161542512454,0.4197,bearish,False,1,1
2024-12-06,-3.4529567964222645,0.4427,bearish,False,1,1
2024-12-09,-5.605885139733055,0.4076,bearish,False,1,0
2024-12-10,-3.849845585939409,0.4362,bearish,False,1,0
2024-12-11,-3.8742501367799114,0.4358,bearish,False,1,0
2024-12-12,-1.41564939936476,0.4764,neutral,False,3,1
2024-12-13,-4.190719146335835,0.4306,bearish,False,1,1
2024-12-16,-4.245723671587608,0.4297,bearish,False,1,1
2024-12-17,-6.839358653274798,0.3879,bearish,False,0,0
2024-12-18,-6.377904872905217,0.3953,bearish,False,1,0
2024-12-19,-6.582546534051065,0.392,bearish,False,0,0
2024-12-20,-1.0405583901821422,0.4827,neutral,False,4,0
2024-12-23,-1.421418480768806,0.4763,neutral,False,5,0
2024-12-24,1.8584933739778928,0.5309,neutral,False,6,0
2024-12-25,-0.6442740217826292,0.4893,neutral,False,6,0
2024-12-26,1.030744064081823,0.5172,neutral,False,6,0
2024-12-27,-1.0814298932113677,0.482,neutral,False,3,0
2024-12-30,-0.24291722069318386,0.496,neutral,False,3,0
2024-12-31,-7.502416761960166,0.3775,bearish,False,1,0
2025-01-02,-13.169488887467159,0.2936,bearish,False,0,0
2025-01-03,-16.471396352046266,0.2501,bearish,False,0,0
2025-01-06,-17.387721885461904,0.2388,bearish,False,0,0
2025-01-07,-13.65428417826302,0.2869,bearish,False,0,0
2025-01-08,-12.234425321525912,0.3067,bearish,False,0,0
2025-01-09,-9.111780708179026,0.3526,bearish,False,0,0
2025-01-10,-10.398326882709407,0.3333,bearish,False,0,0
2025-01-13,-8.800059412719712,0.3574,bearish,False,0,0
2025-01-14,-2.829084190840079,0.453,neutral,False,2,0
2025-01-15,-3.356901904619905,0.4443,neutral,False,1,0
2025-01-16,-3.9427547504415084,0.4347,neutral,False,0,0
2025-01-17,-2.0660223453563686,0.4656,neutral,False,1,0
2025-01-20,-0.6062412451737614,0.4899,neutral,False,5,0
2025-01-21,-2.501317726164203,0.4584,neutral,False,1,0
2025-01-22,-4.328549477469441,0.4284,neutral,False,2,0
2025-01-23,-3.7501945421724545,0.4378,neutral,False,1,0
2025-01-24,-2.485363510654406,0.4587,neutral,False,1,0
2025-01-27,-4.518357437048329,0.4253,neutral,False,0,0
2025-02-05,-4.4205273811539625,0.4269,neutral,False,1,0
2025-02-06,1.6944597340929206,0.5282,bullish,False,7,1
2025-02-07,8.166210656909847,0.6328,bullish,False,9,0
2025-02-10,10.6850469838737,0.6709,bullish,False,9,0
2025-02-11,11.002823401009211,0.6756,bullish,False,9,0
2025-02-12,12.383109447807502,0.6954,bullish,False,10,0
2025-02-13,9.086943028942223,0.647,bullish,False,10,0
2025-02-14,9.631084010642105,0.6552,bullish,False,10,0
2025-02-17,11.879043443247634,0.6882,bullish,False,10,0
2025-02-18,8.776732451645914,0.6422,bullish,False,10,0
2025-02-19,6.937397453971972,0.6136,bullish,False,10,0
2025-02-20,8.334453074762196,0.6354,bullish,False,10,1
2025-02-21,11.364432819344772,0.6808,bullish,False,9,0
2025-02-24,9.31306506689734,0.6504,bullish,False,9,1
2025-02-25,7.37828164494711,0.6206,bullish,False,9,1
2025-02-26,8.017548290604738,0.6305,bullish,False,9,1
2025-02-27,8.777998194762699,0.6423,bullish,False,10,1
2025-02-28,0.8505000590958528,0.5142,neutral,False,7,0
2025-03-03,-0.31507343480437805,0.4947,neutral,False,5,0
2025-03-04,2.194909145558717,0.5365,neutral,False,7,0
2025-03-05,2.2550422402667105,0.5375,neutral,False,8,0
2025-03-06,3.6056622388182054,0.5598,neutral,False,10,1
2025-03-07,3.4200009969946517,0.5568,neutral,False,10,0
2025-03-10,1.9769743248387814,0.5329,neutral,False,9,1
2025-03-11,2.2452937671319346,0.5374,neutral,False,8,0
2025-03-12,0.5146907925039405,0.5086,neutral,False,7,0
2025-03-13,-1.9526691541483565,0.4675,neutral,False,3,0
2025-03-14,2.2735883205305947,0.5378,neutral,False,8,0
2025-03-17,2.163426366753725,0.536,neutral,False,7,0
2025-03-18,3.66550835191686,0.5608,neutral,False,8,0
2025-03-19,2.204359243776397,0.5367,neutral,False,7,0
2025-03-20,1.3972486599520992,0.5233,neutral,False,7,0
2025-03-21,-6.052855292585883,0.4005,bearish,False,1,0
2025-03-24,-4.845382993513792,0.4199,bearish,False,1,0
2025-03-25,-4.3296917648841795,0.4283,bearish,False,1,0
2025-03-26,-6.011673722848194,0.4011,bearish,False,1,0
2025-03-27,-4.141262522868244,0.4314,neutral,False,1,0
2025-03-28,-1.173965340265179,0.4804,neutral,False,3,0
2025-03-31,-2.773482015800841,0.4539,neutral,False,1,0
2025-04-01,-2.6305516267451656,0.4563,neutral,False,1,0
2025-04-02,-2.3769346315893363,0.4605,neutral,False,1,0
2025-04-03,-7.322768661831099,0.3803,bearish,False,1,0
2025-04-07,-12.189236735896518,0.3073,bearish,False,0,0
2025-04-08,-10.20467474530688,0.3362,bearish,False,0,0
2025-04-09,-8.607391366030232,0.3604,bearish,False,0,0
2025-04-10,-7.096042727084959,0.3839,bearish,False,0,0
2025-04-11,-5.5599353544315875,0.4084,bearish,False,0,0
2025-04-14,-1.2814564821876027,0.4787,neutral,False,2,0
2025-04-15,-2.2186542254119592,0.4631,neutral,False,1,0
2025-04-16,-3.4402125800854395,0.4429,neutral,False,1,0
2025-04-17,-4.121273474894017,0.4317,bearish,False,1,0
2025-04-18,-4.041053763276931,0.4331,neutral,False,1,0
2025-04-21,-2.6032456596853475,0.4567,neutral,False,1,0
2025-04-22,-2.6963159986001064,0.4552,neutral,False,1,0
2025-04-23,-2.372385568054865,0.4605,neutral,False,0,0
2025-04-24,-2.6761283938268914,0.4555,neutral,False,0,0
2025-04-25,-2.773638025749964,0.4539,neutral,False,0,0
2025-04-28,-3.2229395216553485,0.4465,neutral,False,1,0
2025-04-29,-2.8850005801594505,0.4521,neutral,False,0,0
2025-04-30,-2.8942733319075353,0.4519,neutral,False,0,0
2025-05-06,-1.2553883645587145,0.4791,neutral,False,3,0
2025-05-07,-0.5230936169316177,0.4913,neutral,False,5,0
2025-05-08,15.408471377898978,0.7364,bullish,False,10,0
2025-05-09,12.47076259125402,0.6966,bullish,False,10,0
2025-05-12,13.049582936547056,0.7047,bullish,False,10,0
2025-05-13,9.298760186932432,0.6502,bullish,False,9,0
2025-05-14,9.574932493340606,0.6544,bullish,False,8,0
2025-05-15,3.7661404115725188,0.5624,bullish,False,7,0
2025-05-16,3.397767280561282,0.5564,neutral,False,8,0
2025-05-19,2.03574835119113,0.5339,neutral,False,8,0
2025-05-20,3.2520465667315466,0.554,neutral,False,8,0
2025-05-21,2.251497812169109,0.5375,neutral,False,8,0
2025-05-22,1.7623284029373103,0.5293,neutral,False,8,0
2025-05-23,-0.12174257415622317,0.498,neutral,False,5,0
2025-05-26,-0.5117222367693199,0.4915,neutral,False,5,0
2025-05-27,-1.830939553118673,0.4695,neutral,False,1,0
2025-05-28,-2.716593771858719,0.4548,neutral,False,1,0
2025-05-29,2.376482510539188,0.5395,bullish,False,8,0
2025-05-30,1.701389820163191,0.5283,neutral,False,8,0
2025-06-03,3.127897132615908,0.5519,bullish,False,8,0
2025-06-04,4.056126102726522,0.5672,bullish,False,9,0
2025-06-05,5.072116212020905,0.5837,bullish,False,9,0
2025-06-06,2.378257908890549,0.5396,bullish,False,8,0
2025-06-09,6.116319149849088,0.6005,bullish,False,9,0
2025-06-10,0.915190057083036,0.5152,neutral,False,7,0
2025-06-11,1.6171050128143483,0.5269,neutral,False,8,0
2025-06-12,-0.6820380940985697,0.4886,neutral,False,6,0
2025-06-13,-1.1779150600099646,0.4804,neutral,False,5,0
2025-06-16,0.7591171451454224,0.5126,neutral,False,7,0
2025-06-17,1.3246900743851187,0.5221,neutral,False,7,0
2025-06-18,-0.6757469175207866,0.4887,neutral,False,5,0
2025-06-19,-3.730049133812723,0.4382,bearish,False,2,0
2025-06-20,-2.653117621438366,0.4559,neutral,False,3,0
2025-06-23,0.27673443386491103,0.5046,neutral,False,5,0
2025-06-24,5.315252274498712,0.5877,bullish,False,9,0
2025-06-25,10.586013642654985,0.6695,bullish,False,10,0
2025-06-26,10.458434230853129,0.6676,bullish,False,10,0
2025-06-27,8.074004363948251,0.6314,bullish,False,10,0
2025-06-30,10.247322434016647,0.6644,bullish,False,9,0
2025-07-01,7.255195117716591,0.6186,bullish,False,9,0
2025-07-02,1.568799753312237,0.5261,neutral,False,8,0
2025-07-03,2.624519862401408,0.5436,neutral,False,7,0
2025-07-04,3.153497605129334,0.5524,neutral,False,8,0
2025-07-07,0.23862810143740978,0.504,neutral,False,5,0
2025-07-08,5.110384389341901,0.5844,bullish,False,10,0
2025-07-09,4.644391122137636,0.5768,bullish,False,10,0
2025-07-10,4.752529077052533,0.5786,bullish,False,10,0
2025-07-11,7.826614016131518,0.6276,bullish,False,10,0
2025-07-14,6.692736402598813,0.6097,bullish,False,10,0
2025-07-15,5.684988570802591,0.5936,bullish,False,9,0
2025-07-16,5.525507803271011,0.5911,bullish,False,9,0
2025-07-17,9.387621679853794,0.6515,bullish,False,9,0
2025-07-18,10.24700773393716,0.6644,bullish,False,9,0
2025-07-21,10.316776369660857,0.6655,bullish,False,9,0
2025-07-22,9.267684084568364,0.6497,bullish,False,9,0
2025-07-23,7.878675577285568,0.6284,bullish,False,9,0
2025-07-24,10.016597937021197,0.661,bullish,False,9,0
2025-07-25,9.474586014687135,0.6529,bullish,False,9,0
2025-07-28,8.559464045987152,0.6389,bullish,False,9,0
2025-07-29,9.66984964124396,0.6558,bullish,False,9,0
2025-07-30,7.9938016187578755,0.6302,neutral,False,9,0
2025-07-31,0.026585758954473425,0.5004,bearish,False,4,0
2025-08-01,-1.5975349164012085,0.4734,bearish,False,4,1
2025-08-04,-0.8947854613451832,0.4851,bearish,False,6,1
2025-08-05,-1.4529669397844207,0.4758,bearish,False,5,1
2025-08-06,1.31341207303879,0.5219,neutral,False,6,0
2025-08-07,2.373308283554109,0.5395,neutral,False,8,0
2025-08-08,0.4235228054869232,0.5071,neutral,False,6,0
2025-08-11,1.9299103845562384,0.5321,neutral,False,8,1
2025-08-12,3.0581289698140335,0.5508,neutral,False,8,1
2025-08-13,5.321875564977436,0.5878,neutral,False,8,0
2025-08-14,3.3307696643988165,0.5553,neutral,False,8,1
2025-08-15,5.998289672641402,0.5987,neutral,False,8,1
2025-08-18,7.15175729368411,0.617,neutral,False,8,0
2025-08-19,4.1128988250236995,0.5681,neutral,False,8,0
2025-08-20,5.363926493845727,0.5885,neutral,False,8,0
2025-08-21,4.387078563734826,0.5726,neutral,False,8,0
2025-08-22,6.106412692742984,0.6004,neutral,False,8,0
2025-08-25,7.3256747623862735,0.6197,neutral,False,9,0
2025-08-26,5.678615454649061,0.5935,neutral,False,9,0
2025-08-27,2.2260218031483427,0.537,neutral,False,8,0
2025-08-28,7.194152113626321,0.6177,neutral,False,8,0
2025-08-29,5.438143180233731,0.5897,neutral,False,8,0
2025-09-01,5.548970356628723,0.5914,neutral,False,9,0
2025-09-02,1.5524806169394278,0.5259,neutral,False,7,0
2025-09-03,-0.2022498489956123,0.4966,bearish,False,5,0
2025-09-04,-6.576178312937722,0.3921,bearish,False,0,0
2025-09-05,-3.405392472881628,0.4435,bearish,False,2,0
2025-09-08,-5.72238902273379,0.4058,bearish,False,0,0
2025-09-09,-6.546068236024626,0.3926,bearish,False,0,0
2025-09-10,-6.032865865880344,0.4008,bearish,False,0,0
2025-09-11,-1.1298296734597915,0.4812,bearish,False,7,0
2025-09-12,-4.128759758201496,0.4316,bearish,False,2,0
2025-09-15,-4.73188321512092,0.4218,bearish,False,1,0
2025-09-16,-3.3400060208819404,0.4446,bearish,False,2,0
2025-09-17,-3.419893453396046,0.4432,bearish,False,3,0
2025-09-18,-7.295387751824426,0.3808,bearish,False,0,0
2025-09-19,-8.91216244494944,0.3557,bearish,False,0,0
2025-09-22,-8.68288049385757,0.3592,bearish,False,0,0
2025-09-23,-8.519081237005564,0.3617,bearish,False,0,0
2025-09-24,-6.014575455781384,0.4011,bearish,False,0,0
2025-09-25,-5.839686583934963,0.4039,bearish,False,0,0
2025-09-26,-7.940641124694164,0.3707,bearish,False,0,0
2025-09-29,-6.886351466115522,0.3872,bearish,False,1,0
2025-09-30,-5.13476936868654,0.4152,bearish,False,1,0
2025-10-09,-2.7502915119360525,0.4543,neutral,False,3,0
2025-10-10,-4.188680909518432,0.4306,bearish,False,1,0
2025-10-13,-5.066877938754195,0.4163,bearish,False,2,0
2025-10-14,-8.449921938439543,0.3628,bearish,False,1,0
2025-10-15,-5.273626588384355,0.413,bearish,False,2,0
2025-10-16,-6.623477122948337,0.3914,bearish,False,2,0
2025-10-17,-10.92090534889388,0.3256,bearish,False,1,0
2025-10-20,-9.042203853898835,0.3537,bearish,False,1,0
2025-10-21,-4.8417096553235695,0.42,neutral,False,2,0
2025-10-22,-6.32688953506546,0.3961,bearish,False,1,0
2025-10-23,-6.234228936251629,0.3976,bearish,False,1,0
2025-10-24,-0.6452945489212627,0.4892,neutral,False,3,0
2025-10-27,1.1744913444070435,0.5196,neutral,False,4,0
2025-10-28,-1.3190820893969395,0.478,neutral,False,2,0
2025-10-29,0.9297271309999564,0.5155,neutral,False,4,0
2025-10-30,-2.1884245047505178,0.4636,neutral,False,2,0
2025-10-31,-5.8602061619825845,0.4036,neutral,False,2,0
2025-11-03,-5.392524207423619,0.4111,neutral,False,2,0
2025-11-04,-7.532932945639816,0.377,bearish,False,1,0
2025-11-05,-8.08400582855674,0.3684,bearish,False,1,0
2025-11-06,-5.553175177898381,0.4085,neutral,False,1,0
2025-11-07,-3.825727195092746,0.4366,neutral,False,1,0
2025-11-10,-3.051848121365396,0.4493,neutral,False,2,0
2025-11-11,-2.2925771188169892,0.4619,neutral,False,2,0
2025-11-12,-3.7638716212640144,0.4376,neutral,False,1,0
2025-11-13,-3.028937175994112,0.4497,neutral,False,2,0
2025-11-14,-3.1670249550014913,0.4474,neutral,False,3,1
2025-11-17,-4.959258158409589,0.4181,neutral,False,2,1
2025-11-18,-6.5653467000492025,0.3923,bearish,False,1,1
2025-11-19,-6.201311841629831,0.3981,neutral,False,0,1
2025-11-20,-8.383597923181059,0.3638,bearish,False,1,2
2025-11-21,-13.430683415566065,0.29,bearish,False,0,0
2025-11-24,-13.629628460486696,0.2873,bearish,False,0,0
